Id2,Id,Estimate; Total:,"Estimate; Housing units with a mortgage, contract to purchase, or similar debt:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both:","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Second mortgage only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - With either a second mortgage or home equity loan, but not both: - Home equity loan only","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - Both second mortgage and home equity loan","Estimate; Housing units with a mortgage, contract to purchase, or similar debt: - No second mortgage and no home equity loan",Estimate; Housing units without a mortgage
12033002602,1400000US12033002602,425,302,49,13,36,0,253,123
12033002602,1400000US12033002602,425,302,49,13,36,0,253,123
12033002602,1400000US12033002602,425,302,49,13,36,0,253,123
12033002602,1400000US12033002602,425,302,49,13,36,0,253,123
12033002603,1400000US12033002603,2091,1473,362,114,248,0,1111,618
12033002603,1400000US12033002603,1860,1266,320,97,223,0,946,594
12033002603,1400000US12033002603,1914,1296,327,97,230,0,969,618
12033002603,1400000US12033002603,1817,1223,309,97,212,0,914,594
12033002603,1400000US12033002603,1871,1253,316,97,219,0,937,618
12033002603,1400000US12033002603,349,177,44,10,34,0,133,172
12033002603,1400000US12033002603,405,245,33,25,8,0,212,160
12033002603,1400000US12033002603,395,307,64,31,33,0,243,88
12033002604,1400000US12033002604,1273,878,232,29,203,0,646,395
12033002604,1400000US12033002604,1226,831,223,20,203,0,608,395
12033002604,1400000US12033002604,1264,869,223,20,203,0,646,395
12033002604,1400000US12033002604,1226,831,223,20,203,0,608,395
12033002604,1400000US12033002604,1264,869,223,20,203,0,646,395
12033002605,1400000US12033002605,953,696,127,11,116,0,569,257
12033002605,1400000US12033002605,753,582,102,4,98,0,480,171
12033002605,1400000US12033002605,793,622,109,11,98,0,513,171
12033002605,1400000US12033002605,732,561,102,4,98,0,459,171
12033002605,1400000US12033002605,766,595,109,11,98,0,486,171
12033002701,1400000US12033002701,790,493,83,7,76,28,382,297
12033002701,1400000US12033002701,649,352,65,0,65,0,287,297
12033002701,1400000US12033002701,663,366,65,0,65,0,301,297
12033002701,1400000US12033002701,649,352,65,0,65,0,287,297
12033002701,1400000US12033002701,663,366,65,0,65,0,301,297
12033002703,1400000US12033002703,584,404,19,19,0,12,373,180
12033002703,1400000US12033002703,308,251,12,12,0,0,239,57
12033002703,1400000US12033002703,312,251,12,12,0,0,239,61
12033002703,1400000US12033002703,178,112,7,7,0,0,105,66
12033002703,1400000US12033002703,253,141,7,7,0,0,134,112
12033002703,1400000US12033002703,308,251,12,12,0,0,239,57
12033002703,1400000US12033002703,312,251,12,12,0,0,239,61
12033002703,1400000US12033002703,178,112,7,7,0,0,105,66
12033002703,1400000US12033002703,253,141,7,7,0,0,134,112
12033002704,1400000US12033002704,1386,810,212,61,151,14,584,576
12033002704,1400000US12033002704,1272,766,198,61,137,14,554,506
12033002704,1400000US12033002704,1307,766,198,61,137,14,554,541
12033002704,1400000US12033002704,1263,766,198,61,137,14,554,497
12033002704,1400000US12033002704,1298,766,198,61,137,14,554,532
12033002704,1400000US12033002704,295,186,36,24,12,0,150,109
12033002801,1400000US12033002801,699,354,58,38,20,14,282,345
12033002801,1400000US12033002801,554,251,52,38,14,14,185,303
12033002801,1400000US12033002801,582,266,58,38,20,14,194,316
12033002801,1400000US12033002801,554,251,52,38,14,14,185,303
12033002801,1400000US12033002801,582,266,58,38,20,14,194,316
12033002802,1400000US12033002802,1385,885,164,49,115,2,719,500
12033002802,1400000US12033002802,1107,664,137,49,88,2,525,443
12033002802,1400000US12033002802,1119,676,137,49,88,2,537,443
12033002802,1400000US12033002802,1107,664,137,49,88,2,525,443
12033002802,1400000US12033002802,1119,676,137,49,88,2,537,443
12033002803,1400000US12033002803,598,361,63,0,63,0,298,237
12033002803,1400000US12033002803,369,179,34,0,34,0,145,190
12033002803,1400000US12033002803,405,215,34,0,34,0,181,190
12033002803,1400000US12033002803,141,104,0,0,0,0,104,37
12033002803,1400000US12033002803,357,179,34,0,34,0,145,178
12033002803,1400000US12033002803,393,215,34,0,34,0,181,178
12033002803,1400000US12033002803,141,104,0,0,0,0,104,37
12033002804,1400000US12033002804,167,101,8,0,8,0,93,66
12033002804,1400000US12033002804,114,60,6,0,6,0,54,54
12033002804,1400000US12033002804,114,60,6,0,6,0,54,54
12033002804,1400000US12033002804,29,17,0,0,0,0,17,12
12033002804,1400000US12033002804,29,17,0,0,0,0,17,12
12033002804,1400000US12033002804,73,49,6,0,6,0,43,24
12033002804,1400000US12033002804,73,49,6,0,6,0,43,24
12033002900,1400000US12033002900,916,602,115,59,56,0,487,314
12033002900,1400000US12033002900,720,462,93,46,47,0,369,258
12033002900,1400000US12033002900,761,483,102,46,56,0,381,278
12033002900,1400000US12033002900,63,63,13,13,0,0,50,0
12033002900,1400000US12033002900,102,102,13,13,0,0,89,0
12033002900,1400000US12033002900,699,462,93,46,47,0,369,237
12033002900,1400000US12033002900,740,483,102,46,56,0,381,257
12033002900,1400000US12033002900,63,63,13,13,0,0,50,0
12033002900,1400000US12033002900,102,102,13,13,0,0,89,0
12033003000,1400000US12033003000,1686,1115,163,68,95,38,914,571
12033003000,1400000US12033003000,1256,781,140,68,72,38,603,475
12033003000,1400000US12033003000,1263,788,140,68,72,38,610,475
12033003000,1400000US12033003000,353,308,23,0,23,0,285,45
12033003000,1400000US12033003000,353,308,23,0,23,0,285,45
12033003000,1400000US12033003000,1197,722,140,68,72,38,544,475
12033003000,1400000US12033003000,1204,729,140,68,72,38,551,475
12033003000,1400000US12033003000,353,308,23,0,23,0,285,45
12033003000,1400000US12033003000,353,308,23,0,23,0,285,45
12033003100,1400000US12033003100,1232,810,116,66,50,14,680,422
12033003100,1400000US12033003100,454,218,28,0,28,0,190,236
12033003100,1400000US12033003100,454,218,28,0,28,0,190,236
12033003100,1400000US12033003100,745,571,88,66,22,14,469,174
12033003100,1400000US12033003100,745,571,88,66,22,14,469,174
12033003100,1400000US12033003100,426,218,28,0,28,0,190,208
12033003100,1400000US12033003100,426,218,28,0,28,0,190,208
12033003100,1400000US12033003100,745,571,88,66,22,14,469,174
12033003100,1400000US12033003100,745,571,88,66,22,14,469,174
12033003201,1400000US12033003201,1620,969,211,129,82,0,758,651
12033003201,1400000US12033003201,766,463,116,90,26,0,347,303
12033003201,1400000US12033003201,780,463,116,90,26,0,347,317
12033003201,1400000US12033003201,771,437,95,39,56,0,342,334
12033003201,1400000US12033003201,771,437,95,39,56,0,342,334
12033003201,1400000US12033003201,766,463,116,90,26,0,347,303
12033003201,1400000US12033003201,780,463,116,90,26,0,347,317
12033003201,1400000US12033003201,771,437,95,39,56,0,342,334
12033003201,1400000US12033003201,771,437,95,39,56,0,342,334
12033003203,1400000US12033003203,1447,902,195,63,132,36,671,545
12033003203,1400000US12033003203,575,325,82,21,61,0,243,250
12033003203,1400000US12033003203,586,336,82,21,61,11,243,250
12033003203,1400000US12033003203,821,540,113,42,71,25,402,281
12033003203,1400000US12033003203,841,560,113,42,71,25,422,281
12033003203,1400000US12033003203,575,325,82,21,61,0,243,250
12033003203,1400000US12033003203,586,336,82,21,61,11,243,250
12033003203,1400000US12033003203,821,540,113,42,71,25,402,281
12033003203,1400000US12033003203,841,560,113,42,71,25,422,281
12033003204,1400000US12033003204,979,666,97,18,79,0,569,313
12033003204,1400000US12033003204,731,500,56,10,46,0,444,231
12033003204,1400000US12033003204,731,500,56,10,46,0,444,231
12033003204,1400000US12033003204,717,500,56,10,46,0,444,217
12033003204,1400000US12033003204,717,500,56,10,46,0,444,217
12033003301,1400000US12033003301,1120,812,225,92,133,0,587,308
12033003301,1400000US12033003301,1011,714,206,92,114,0,508,297
12033003301,1400000US12033003301,1019,722,210,92,118,0,512,297
12033003301,1400000US12033003301,979,690,191,92,99,0,499,289
12033003301,1400000US12033003301,987,698,195,92,103,0,503,289
12033003305,1400000US12033003305,570,417,66,29,37,0,351,153
12033003305,1400000US12033003305,442,297,66,29,37,0,231,145
12033003305,1400000US12033003305,456,303,66,29,37,0,237,153
12033003305,1400000US12033003305,81,81,0,0,0,0,81,0
12033003305,1400000US12033003305,442,297,66,29,37,0,231,145
12033003305,1400000US12033003305,456,303,66,29,37,0,237,153
12033003305,1400000US12033003305,81,81,0,0,0,0,81,0
12033003306,1400000US12033003306,2036,1417,191,70,121,0,1226,619
12033003306,1400000US12033003306,1727,1161,191,70,121,0,970,566
12033003306,1400000US12033003306,1727,1161,191,70,121,0,970,566
12033003306,1400000US12033003306,188,169,0,0,0,0,169,19
12033003306,1400000US12033003306,188,169,0,0,0,0,169,19
12033003306,1400000US12033003306,1660,1094,191,70,121,0,903,566
12033003306,1400000US12033003306,1660,1094,191,70,121,0,903,566
12033003306,1400000US12033003306,188,169,0,0,0,0,169,19
12033003306,1400000US12033003306,188,169,0,0,0,0,169,19
12033003307,1400000US12033003307,597,348,30,0,30,0,318,249
12033003307,1400000US12033003307,437,244,30,0,30,0,214,193
12033003307,1400000US12033003307,437,244,30,0,30,0,214,193
12033003307,1400000US12033003307,420,227,30,0,30,0,197,193
12033003307,1400000US12033003307,420,227,30,0,30,0,197,193
12033003308,1400000US12033003308,1323,951,280,91,189,0,671,372
12033003308,1400000US12033003308,1070,809,234,91,143,0,575,261
12033003308,1400000US12033003308,1070,809,234,91,143,0,575,261
12033003308,1400000US12033003308,1042,781,206,91,115,0,575,261
12033003308,1400000US12033003308,1042,781,206,91,115,0,575,261
12033003309,1400000US12033003309,1998,1267,296,88,208,5,966,731
12033003309,1400000US12033003309,1558,894,236,72,164,0,658,664
12033003309,1400000US12033003309,1615,913,255,72,183,0,658,702
12033003309,1400000US12033003309,1558,894,236,72,164,0,658,664
12033003309,1400000US12033003309,1615,913,255,72,183,0,658,702
12033003400,1400000US12033003400,1109,735,71,37,34,0,664,374
12033003400,1400000US12033003400,992,653,45,11,34,0,608,339
12033003400,1400000US12033003400,1006,661,45,11,34,0,616,345
12033003400,1400000US12033003400,94,74,26,26,0,0,48,20
12033003400,1400000US12033003400,982,653,45,11,34,0,608,329
12033003400,1400000US12033003400,996,661,45,11,34,0,616,335
12033003400,1400000US12033003400,94,74,26,26,0,0,48,20
12033003503,1400000US12033003503,1869,1150,271,69,202,16,863,719
12033003503,1400000US12033003503,1749,1038,265,63,202,16,757,711
12033003503,1400000US12033003503,1802,1091,265,63,202,16,810,711
12033003503,1400000US12033003503,1706,995,234,50,184,16,745,711
12033003503,1400000US12033003503,1759,1048,234,50,184,16,798,711
12033003503,1400000US12033003503,299,160,27,15,12,0,133,139
12033003503,1400000US12033003503,366,217,35,8,27,0,182,149
12033003503,1400000US12033003503,285,157,48,23,25,0,109,128
12033003505,1400000US12033003505,767,442,88,39,49,0,354,325
12033003505,1400000US12033003505,739,414,88,39,49,0,326,325
12033003505,1400000US12033003505,739,414,88,39,49,0,326,325
12033003505,1400000US12033003505,705,380,65,16,49,0,315,325
12033003505,1400000US12033003505,705,380,65,16,49,0,315,325
12033003506,1400000US12033003506,1303,952,257,99,158,20,675,351
12033003506,1400000US12033003506,1005,718,176,64,112,20,522,287
12033003506,1400000US12033003506,1045,758,200,64,136,20,538,287
12033003506,1400000US12033003506,997,718,176,64,112,20,522,279
12033003506,1400000US12033003506,1037,758,200,64,136,20,538,279
12033003507,1400000US12033003507,737,592,147,44,103,0,445,145
12033003507,1400000US12033003507,623,478,116,13,103,0,362,145
12033003507,1400000US12033003507,623,478,116,13,103,0,362,145
12033003507,1400000US12033003507,588,443,81,13,68,0,362,145
12033003507,1400000US12033003507,588,443,81,13,68,0,362,145
12033003508,1400000US12033003508,1404,949,172,35,137,0,777,455
12033003508,1400000US12033003508,1077,755,121,0,121,0,634,322
12033003508,1400000US12033003508,1077,755,121,0,121,0,634,322
12033003508,1400000US12033003508,1065,743,109,0,109,0,634,322
12033003508,1400000US12033003508,1065,743,109,0,109,0,634,322
12033003603,1400000US12033003603,1960,1481,299,69,230,0,1182,479
12033003603,1400000US12033003603,1823,1380,291,69,222,0,1089,443
12033003603,1400000US12033003603,1879,1436,299,69,230,0,1137,443
12033003603,1400000US12033003603,1765,1348,291,69,222,0,1057,417
12033003603,1400000US12033003603,1821,1404,299,69,230,0,1105,417
12033003603,1400000US12033003603,266,204,14,0,14,0,190,62
12033003603,1400000US12033003603,247,170,16,16,0,0,154,77
12033003607,1400000US12033003607,285,134,46,0,46,0,88,151
12033003607,1400000US12033003607,274,123,46,0,46,0,77,151
12033003607,1400000US12033003607,274,123,46,0,46,0,77,151
12033003607,1400000US12033003607,274,123,46,0,46,0,77,151
12033003607,1400000US12033003607,274,123,46,0,46,0,77,151
12033003608,1400000US12033003608,2204,1512,415,136,279,13,1084,692
12033003608,1400000US12033003608,1983,1320,381,136,245,13,926,663
12033003608,1400000US12033003608,1991,1328,389,136,253,13,926,663
12033003608,1400000US12033003608,1956,1309,381,136,245,13,915,647
12033003608,1400000US12033003608,1964,1317,389,136,253,13,915,647
12033003608,1400000US12033003608,331,251,61,13,48,0,190,80
12033003608,1400000US12033003608,516,379,94,36,58,13,272,137
12033003608,1400000US12033003608,284,215,102,37,65,13,100,69
12033003609,1400000US12033003609,1072,625,160,14,146,0,465,447
12033003609,1400000US12033003609,985,545,139,14,125,0,406,440
12033003609,1400000US12033003609,985,545,139,14,125,0,406,440
12033003609,1400000US12033003609,976,536,139,14,125,0,397,440
12033003609,1400000US12033003609,976,536,139,14,125,0,397,440
12033003610,1400000US12033003610,1858,1391,408,119,289,0,983,467
12033003610,1400000US12033003610,1655,1221,408,119,289,0,813,434
12033003610,1400000US12033003610,1655,1221,408,119,289,0,813,434
12033003610,1400000US12033003610,1644,1221,408,119,289,0,813,423
12033003610,1400000US12033003610,1644,1221,408,119,289,0,813,423
12033003610,1400000US12033003610,304,217,83,10,73,0,134,87
12033003610,1400000US12033003610,333,286,27,15,12,0,259,47
12033003610,1400000US12033003610,213,169,94,14,80,0,75,44
12033003611,1400000US12033003611,1734,1127,275,102,173,13,839,607
12033003611,1400000US12033003611,1654,1055,264,102,162,13,778,599
12033003611,1400000US12033003611,1673,1066,275,102,173,13,778,607
12033003611,1400000US12033003611,1654,1055,264,102,162,13,778,599
12033003611,1400000US12033003611,1673,1066,275,102,173,13,778,607
12033003612,1400000US12033003612,1676,1262,313,100,213,0,949,414
12033003612,1400000US12033003612,1512,1134,313,100,213,0,821,378
12033003612,1400000US12033003612,1540,1153,313,100,213,0,840,387
12033003612,1400000US12033003612,1467,1104,300,100,200,0,804,363
12033003612,1400000US12033003612,1495,1123,300,100,200,0,823,372
12033003612,1400000US12033003612,295,231,81,38,43,0,150,64
12033003613,1400000US12033003613,1184,691,148,25,123,0,543,493
12033003613,1400000US12033003613,1113,644,148,25,123,0,496,469
12033003613,1400000US12033003613,1163,670,148,25,123,0,522,493
12033003613,1400000US12033003613,1113,644,148,25,123,0,496,469
12033003613,1400000US12033003613,1163,670,148,25,123,0,522,493
12033003614,1400000US12033003614,1486,937,194,101,93,0,743,549
12033003614,1400000US12033003614,1166,702,120,56,64,0,582,464
12033003614,1400000US12033003614,1177,702,120,56,64,0,582,475
12033003614,1400000US12033003614,1166,702,120,56,64,0,582,464
12033003614,1400000US12033003614,1177,702,120,56,64,0,582,475
12033003700,1400000US12033003700,920,599,93,41,52,6,500,321
12033003700,1400000US12033003700,712,501,93,41,52,0,408,211
12033003700,1400000US12033003700,738,527,93,41,52,0,434,211
12033003700,1400000US12033003700,712,501,93,41,52,0,408,211
12033003700,1400000US12033003700,738,527,93,41,52,0,434,211
12033003800,1400000US12033003800,1517,783,190,45,145,27,566,734
12033003800,1400000US12033003800,1350,715,190,45,145,27,498,635
12033003800,1400000US12033003800,1361,721,190,45,145,27,504,640
12033003800,1400000US12033003800,1350,715,190,45,145,27,498,635
12033003800,1400000US12033003800,1361,721,190,45,145,27,504,640
12033003800,1400000US12033003800,205,104,10,0,10,10,84,101
12033003900,1400000US12033003900,1684,965,94,11,83,29,842,719
12033003900,1400000US12033003900,1376,775,81,11,70,29,665,601
12033003900,1400000US12033003900,1441,780,86,11,75,29,665,661
12033003900,1400000US12033003900,1360,759,81,11,70,29,649,601
12033003900,1400000US12033003900,1425,764,86,11,75,29,649,661
12033003900,1400000US12033003900,260,163,28,0,28,0,135,97
12033004000,1400000US12033004000,1076,391,31,24,7,0,360,685
12033004000,1400000US12033004000,754,255,27,24,3,0,228,499
12033004000,1400000US12033004000,758,255,27,24,3,0,228,503
12033004000,1400000US12033004000,303,131,4,0,4,0,127,172
12033004000,1400000US12033004000,308,136,4,0,4,0,132,172
12033004000,1400000US12033004000,754,255,27,24,3,0,228,499
12033004000,1400000US12033004000,758,255,27,24,3,0,228,503
12033004000,1400000US12033004000,303,131,4,0,4,0,127,172
12033004000,1400000US12033004000,303,131,4,0,4,0,127,172
12033004000,1400000US12033004000,107,25,0,0,0,0,25,82
12035060103,1400000US12035060103,684,435,50,0,50,0,385,249
12035060103,1400000US12035060103,645,396,38,0,38,0,358,249
12035060103,1400000US12035060103,645,396,38,0,38,0,358,249
12035060103,1400000US12035060103,630,381,38,0,38,0,343,249
12035060103,1400000US12035060103,630,381,38,0,38,0,343,249
12035060104,1400000US12035060104,1344,958,267,14,253,0,691,386
12035060104,1400000US12035060104,1229,874,251,14,237,0,623,355
12035060104,1400000US12035060104,1229,874,251,14,237,0,623,355
12035060104,1400000US12035060104,1076,764,230,14,216,0,534,312
12035060104,1400000US12035060104,1076,764,230,14,216,0,534,312
12035060105,1400000US12035060105,1344,700,195,0,195,0,505,644
12035060105,1400000US12035060105,1238,629,158,0,158,0,471,609
12035060105,1400000US12035060105,1238,629,158,0,158,0,471,609
12035060105,1400000US12035060105,1219,610,158,0,158,0,452,609
12035060105,1400000US12035060105,1219,610,158,0,158,0,452,609
12035060105,1400000US12035060105,295,106,19,0,19,0,87,189
12035060106,1400000US12035060106,1232,764,218,18,200,0,546,468
12035060106,1400000US12035060106,1232,764,218,18,200,0,546,468
12035060106,1400000US12035060106,1232,764,218,18,200,0,546,468
12035060106,1400000US12035060106,1232,764,218,18,200,0,546,468
12035060106,1400000US12035060106,1232,764,218,18,200,0,546,468
12035060107,1400000US12035060107,1563,982,327,48,279,0,655,581
12035060107,1400000US12035060107,1382,858,300,48,252,0,558,524
12035060107,1400000US12035060107,1415,858,300,48,252,0,558,557
12035060107,1400000US12035060107,1324,800,287,48,239,0,513,524
12035060107,1400000US12035060107,1357,800,287,48,239,0,513,557
12035060204,1400000US12035060204,2125,1757,425,75,350,0,1332,368
12035060204,1400000US12035060204,1676,1308,345,75,270,0,963,368
12035060204,1400000US12035060204,1694,1326,345,75,270,0,981,368
